,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2
3.4,-2724.63761,-2725.49886,-2725.34933,-2722.85273,-2722.92244,-2722.96327,-2724.24496,-2724.13115,-2723.87294,-2721.39051,-2724.37803,-2723.71333,-2724.35425,-2723.16706,-2724.34185,-2725.60834,-2730.06604,-2723.96595,-2728.15371,-2728.2783,-2724.3703,-2724.4545,-2724.10909,-2724.28493,-2728.46759
3.6,-2723.49973,-2724.63216,-2724.62808,-2725.69515,-2724.87721,-2725.3204,-2725.21054,-2723.15894,-2724.38792,-2723.6475,-2724.14567,-2721.35336,-2724.0632,-2721.89011,-2724.33123,-2724.56192,-2723.80788,-2724.61848,-2724.67616,-2723.77421,-2724.49107,-2728.21233,-2724.70545,-2724.45591,-2724.16047
3.8,-2725.71447,-2728.46761,-2728.33393,-2724.05636,-2724.21362,-2724.58866,-2723.74773,-2723.079,-2722.57635,-2724.60263,-2724.36523,-2723.86669,-2723.60355,-2721.28961,-2724.0064,-2724.15944,-2724.3373,-2724.36724,-2724.43787,-2724.44141,-2725.20503,-2724.38132,-2724.57509,-2724.27499,-2728.39961
4,-2728.46638,-2728.28576,-2724.95312,-2724.72787,-2728.42633,-2731.47129,-2723.17122,-2724.69488,-2727.86192,-2724.54284,-2730.06097,-2724.36833,-2724.31407,-2723.88735,-2723.53206,-2729.86236,-2723.92656,-2729.42458,-2724.20099,-2723.53995,-2730.61146,-2723.84649,-2727.82753,-2727.92901,-2728.25784
4.2,-2725.53609,-2724.81889,-2724.8742,-2724.90193,-2724.90521,-2728.55391,-2724.09095,-2724.5745,-2723.44735,-2731.47176,-2724.38516,-2726.61927,-2730.71079,-2723.30724,-2724.23508,-2724.12617,-2723.98383,-2721.08128,-2725.89175,-2723.16157,-2725.13011,-2724.18021,-2730.73819,-2727.59341,-2730.4283
4.4,-2724.14589,-2728.30432,-2728.42538,-2728.51805,-2724.79366,-2731.99951,-2728.62167,-2728.54765,-2728.30972,-2726.02306,-2730.43209,-2731.52773,-2724.22565,-2731.10104,-2731.34439,-2726.33749,-2725.0558,-2724.01864,-2723.87647,-2720.97143,-2729.57278,-2723.83562,-2723.95588,-2729.44706,-2724.97979
4.6,-2727.8279,-2730.48643,-2731.65012,-2729.34467,-2731.86217,-2731.96951,-2724.67994,-2728.63523,-2728.61259,-2724.64969,-2728.62838,-2731.80053,-2724.10309,-2730.73589,-2731.18406,-2730.6238,-2723.98988,-2723.88122,-2726.5508,-2720.94391,-2729.79036,-2729.89009,-2726.83258,-2726.30839,-2726.48503
4.8,-2731.13516,-2726.29118,-2729.38521,-2731.76001,-2731.90113,-2732.00847,-2728.43565,-2732.12167,-2728.62563,-2728.1071,-2729.58877,-2726.09068,-2724.06751,-2729.55346,-2731.45322,-2731.22305,-2726.58005,-2727.46863,-2729.97168,-2726.09038,-2729.82882,-2720.88142,-2726.30421,-2731.06628,-2730.07992
5,-2729.63273,-2730.7822,-2726.298,-2730.9773,-2727.95514,-2729.36954,-2730.1103,-2732.00316,-2732.07663,-2725.90087,-2729.30851,-2728.427,-2729.34219,-2724.02724,-2728.31387,-2726.45049,-2726.44158,-2725.80742,-2730.9549,-2727.95494,-2730.94719,-2726.89865,-2726.5077,-2720.92053,-2731.48889
5.2,-2726.58996,-2727.53606,-2728.82141,-2731.30749,-2727.82718,-2724.35489,-2730.82525,-2724.79489,-2727.90152,-2729.15147,-2729.57667,-2729.13514,-2725.82385,-2732.04468,-2726.98282,-2726.34694,-2729.88521,-2730.75038,-2731.39949,-2728.83114,-2727.08865,-2726.2588,-2731.44665,-2729.33441,-2730.78518
5.4,-2720.84516,-2728.4043,-2731.45903,-2725.2928,-2731.5676,-2731.41631,-2730.12643,-2731.23092,-2730.01343,-2728.90837,-2729.87078,-2731.86014,-2729.75913,-2725.80183,-2731.97881,-2722.31184,-2729.65956,-2729.80921,-2730.69725,-2730.93436,-2731.30693,-2731.31149,-2727.67478,-2727.94918,-2731.63098
5.4,-2728.10138,-2723.57058,-2720.76079,-2731.95945,-2731.59723,-2728.27537,-2728.30496,-2727.30616,-2730.26509,-2730.25303,-2730.20623,-2730.92221,-2731.61585,-2725.33032,-2729.67144,-2729.45112,-2729.45692,-2729.26273,-2729.83919,-2731.65675,-2730.08809,-2730.18179,-2726.43143,-2726.58724,-2730.02886
5.6,-2729.7477,-2731.77015,-2731.88338,-2731.94569,-2720.72395,-2732.05482,-2728.09545,-2731.93096,-2726.02338,-2731.72501,-2730.67593,-2726.59624,-2730.29945,-2726.59065,-2731.43475,-2730.46765,-2729.76357,-2729.54294,-2729.28793,-2731.63136,-2729.69403,-2727.89319,-2731.34743,-2730.08641,-2731.37224
5.8,-2731.54463,-2730.50176,-2731.7907,-2731.86405,-2731.64607,-2726.34096,-2720.72729,-2731.95393,-2731.95884,-2728.77642,-2731.86867,-2730.38474,-2730.4544,-2730.69313,-2730.0433,-2731.0646,-2730.80621,-2730.00397,-2727.17927,-2729.23845,-2725.25358,-2729.04581,-2726.88196,-2730.04749,-2731.12314
6,-2729.39617,-2731.4209,-2731.44644,-2724.54649,-2728.75092,-2728.77768,-2729.46881,-2729.10514,-2720.72769,-2731.95736,-2731.96226,-2727.4969,-2725.14435,-2730.1454,-2731.64907,-2731.48804,-2731.29429,-2730.73344,-2729.98578,-2730.51952,-2727.18636,-2729.82119,-2729.2924,-2725.70694,-2729.98443
6.2,-2730.71229,-2726.23877,-2729.62691,-2730.73084,-2727.24143,-2731.73635,-2731.84284,-2729.679,-2728.7658,-2731.96285,-2720.72423,-2724.94287,-2729.34401,-2731.89205,-2731.83028,-2731.73529,-2730.64507,-2731.44622,-2728.12334,-2731.26383,-2727.36971,-2731.50966,-2730.00434,-2729.2952,-2729.29797
6.4,-2727.79582,-2727.95485,-2727.90514,-2726.89679,-2730.77973,-2731.38252,-2727.35604,-2730.47101,-2731.80098,-2722.08582,-2731.91441,-2732.06195,-2720.74849,-2731.97678,-2726.69304,-2727.45545,-2731.74322,-2731.64819,-2731.52013,-2730.82898,-2725.90007,-2724.5611,-2730.68117,-2731.64287,-2729.68824
6.6,-2729.1166,-2726.04519,-2725.75272,-2729.81334,-2730.58386,-2727.43818,-2731.09047,-2731.29548,-2730.91755,-2730.65556,-2731.71392,-2730.01905,-2731.56993,-2727.38981,-2720.83258,-2725.37325,-2728.56785,-2731.70929,-2730.13668,-2727.38132,-2726.54925,-2731.21306,-2728.25152,-2730.80734,-2730.54927
6.8,-2727.52653,-2725.89763,-2729.33864,-2731.96072,-2727.25434,-2725.73388,-2730.45202,-2729.77566,-2729.84367,-2730.12623,-2731.05974,-2727.24755,-2731.58159,-2729.11512,-2731.69525,-2731.70223,-2720.9101,-2727.67405,-2731.52414,-2729.80058,-2731.43337,-2731.08524,-2725.0402,-2726.71746,-2730.85609
7,-2728.03065,-2729.71927,-2726.29187,-2725.79264,-2727.03564,-2728.91188,-2722.38084,-2729.97463,-2729.67094,-2726.70116,-2729.89152,-2731.38827,-2726.69411,-2730.89554,-2731.40407,-2731.47752,-2731.26261,-2727.49548,-2720.97113,-2725.70454,-2728.02551,-2723.94171,-2731.21082,-2729.48646,-2731.12588
7.2,-2731.3675,-2729.95432,-2731.75025,-2726.2105,-2724.3928,-2722.29468,-2732.11164,-2726.27371,-2728.60818,-2732.02787,-2730.12024,-2731.80311,-2731.64019,-2731.44371,-2729.75986,-2729.47226,-2725.32614,-2725.50773,-2730.99601,-2724.85433,-2721.40167,-2724.55692,-2728.02792,-2731.10191,-2729.49105
7.4,-2726.57269,-2726.13945,-2727.3801,-2724.07388,-2726.11182,-2727.91461,-2729.54843,-2732.12371,-2732.12961,-2732.10168,-2729.4897,-2726.06885,-2724.07984,-2723.40432,-2725.04553,-2726.03309,-2730.96166,-2729.42734,-2730.33512,-2730.41985,-2729.89153,-2720.9692,-2729.14212,-2729.99757,-2730.58246
7.6,-2725.10826,-2726.5065,-2729.86333,-2730.94543,-2726.20572,-2728.01771,-2731.87095,-2728.53981,-2732.05183,-2728.63028,-2727.66972,-2732.06949,-2728.67746,-2728.48684,-2731.78273,-2731.61963,-2729.15247,-2726.02121,-2730.92931,-2730.63255,-2728.00925,-2724.92006,-2731.57459,-2721.47962,-2723.80034
7.8,-2724.87855,-2724.07443,-2724.16127,-2726.0918,-2731.02861,-2723.9748,-2731.47862,-2727.67309,-2728.36791,-2728.52285,-2728.5141,-2728.32082,-2728.62556,-2728.54692,-2727.39774,-2728.46615,-2731.70623,-2729.6449,-2731.48331,-2723.26013,-2729.43227,-2724.1836,-2730.60141,-2723.99974,-2723.85758
8,-2721.18276,-2723.91214,-2724.066,-2724.18655,-2724.07764,-2724.84395,-2727.70606,-2723.48074,-2724.25045,-2724.25772,-2728.38366,-2728.48017,-2724.84971,-2728.58222,-2731.89991,-2731.87196,-2724.64893,-2728.11368,-2731.58537,-2730.77808,-2731.22599,-2727.78303,-2727.44989,-2730.06052,-2724.22064
8,-2724.11173,-2723.96941,-2721.27758,-2721.81065,-2724.21602,-2723.1104,-2724.35702,-2724.41078,-2723.97658,-2723.61683,-2724.40864,-2724.4634,-2724.77559,-2724.85932,-2724.5784,-2728.5112,-2724.3992,-2724.7628,-2724.88203,-2724.62263,-2728.21411,-2731.32255,-2723.63664,-2724.63463,-2724.42161
8.2,-2724.45561,-2724.30388,-2724.19486,-2724.12629,-2721.3454,-2721.87762,-2723.24638,-2724.35459,-2724.41253,-2724.50211,-2725.20151,-2723.71624,-2725.356,-2728.10012,-2725.41191,-2728.36755,-2724.14623,-2724.96204,-2728.49283,-2728.46465,-2724.89228,-2728.2636,-2728.14771,-2724.39628,-2724.66967
8.4,-2724.62701,-2723.94032,-2724.43527,-2722.35006,-2723.35877,-2732.08437,-2721.38656,-2723.71484,-2721.88883,-2723.50567,-2723.28318,-2725.15681,-2723.09881,-2725.36778,-2725.75219,-2724.85658,-2728.1675,-2724.17407,-2724.83945,-2728.48992,-2728.3693,-2728.34434,-2724.8786,-2727.69149,-2724.20491
8.6,-2730.84239,-2722.97098,-2724.51498,-2723.98778,-2724.46317,-2724.38639,-2723.63736,-2724.13482,-2721.40157,-2723.92502,-2722.94988,-2723.55983,-2724.43886,-2724.49974,-2724.85541,-2725.44008,-2724.16215,-2728.13472,-2724.24012,-2724.37128,-2724.3955,-2724.21586,-2724.43807,-2725.36419,-2724.35689
8.8,-2723.77726,-2724.20218,-2724.03805,-2724.66363,-2721.86259,-2722.95367,-2724.46351,-2724.38344,-2723.81397,-2723.56895,-2721.39129,-2723.0253,-2722.98472,-2723.57965,-2722.78134,-2724.58457,-2722.69579,-2724.85681,-2725.46826,-2724.05512,-2724.16885,-2724.25708,-2724.90774,-2725.72953,-2724.36081
9,-2724.34084,-2728.46801,-2724.2025,-2724.09748,-2719.43835,-2724.03354,-2722.66924,-2722.73641,-2724.35038,-2723.50462,-2723.8479,-2722.81716,-2721.35692,-2723.05519,-2722.79636,-2725.44905,-2724.89312,-2730.2185,-2723.87878,-2723.93573,-2721.71605,-2723.96189,-2723.88456,-2728.2588,-2728.56514
9.2,-2728.60053,-2724.25085,-2724.23066,-2724.17608,-2724.10053,-2723.90651,-2721.7066,-2724.06056,-2721.73907,-2724.57087,-2725.29457,-2722.53631,-2723.69135,-2723.86433,-2721.30019,-2723.45319,-2723.70225,-2723.51584,-2722.57363,-2724.23148,-2725.90396,-2730.90123,-2721.76074,-2725.06363,-2724.07162
9.4,-2723.87988,-2724.02699,-2724.04997,-2724.99858,-2724.09214,-2724.10051,-2723.98059,-2724.06537,-2721.75324,-2720.93586,-2724.97492,-2724.99676,-2724.23425,-2723.68593,-2723.21767,-2721.30817,-2721.22335,-2721.2416,-2723.61505,-2722.60569,-2721.85805,-2721.51391,-2721.7827,-2723.76159,-2721.78309
9.6,-2719.85358,-2724.08611,-2724.45566,-2723.99212,-2723.94243,-2723.94594,-2723.9285,-2723.89052,-2724.07869,-2723.96653,-2721.77747,-2724.33939,-2730.91269,-2721.77083,-2724.92933,-2724.38273,-2724.42691,-2722.96061,-2723.55292,-2724.06742,-2722.82384,-2724.20814,-2722.9941,-2723.32241,-2721.77141
9.8,-2719.9762,-2723.49095,-2723.95631,-2724.10526,-2723.55472,-2724.00676,-2723.90987,-2723.79073,-2723.55433,-2725.1042,-2724.09663,-2725.16295,-2724.05944,-2721.78534,-2724.88594,-2724.9969,-2721.89791,-2723.12726,-2723.25679,-2719.63197,-2721.80248,-2729.61276,-2723.79577,-2724.15653,-2724.17883
10,-2721.89598,-2721.73774,-2723.23962,-2725.02206,-2724.86733,-2723.71104,-2724.05206,-2723.94436,-2723.97016,-2723.97379,-2724.33669,-2723.86981,-2724.83857,-2723.80995,-2722.82086,-2723.80028,-2724.24028,-2719.23752,-2724.35303,-2722.6274,-2723.43121,-2723.34787,-2719.55753,-2723.71555,-2723.56799
10.2,-2723.90543,-2723.00168,-2723.81382,-2723.7503,-2721.70481,-2724.0688,-2724.10046,-2723.97418,-2724.66539,-2724.10303,-2724.12994,-2723.6246,-2724.11243,-2724.06287,-2724.00273,-2724.05947,-2723.83218,-2724.0325,-2723.72409,-2724.53861,-2723.9244,-2722.93775,-2721.20365,-2725.11586,-2720.73325
10.4,-2719.8382,-2723.38048,-2724.08732,-2723.91147,-2724.10492,-2723.81464,-2723.69628,-2723.276,-2724.54982,-2724.10017,-2724.17111,-2724.23674,-2724.03368,-2724.11164,-2724.24509,-2724.19473,-2724.11857,-2724.03472,-2722.64945,-2723.9768,-2727.80136,-2730.62056,-2722.1841,-2723.9385,-2723.69817
10.4,-2722.9415,-2721.48575,-2723.70271,-2723.74916,-2721.75808,-2721.68376,-2721.79399,-2724.22976,-2718.87345,-2724.07858,-2723.96821,-2724.20321,-2724.19255,-2724.00066,-2724.09421,-2723.92881,-2724.35557,-2724.75042,-2724.43742,-2724.12633,-2723.51384,-2724.0074,-2724.08388,-2724.26833,-2723.47759
10.6,-2724.5823,-2725.37947,-2722.92114,-2719.51868,-2722.60802,-2724.6754,-2722.94329,-2723.81709,-2722.87324,-2726.11792,-2724.62092,-2724.10474,-2724.07052,-2723.82069,-2724.36274,-2724.41852,-2724.30878,-2724.79079,-2728.44203,-2724.26316,-2729.52202,-2724.65943,-2724.0323,-2724.06127,-2725.1
10.8,-2722.52978,-2723.07123,-2722.85202,-2723.41898,-2723.1167,-2720.11686,-2723.11639,-2724.7874,-2720.38952,-2721.09999,-2725.97888,-2723.4308,-2723.74599,-2724.12603,-2724.51324,-2722.48097,-2722.95969,-2724.09351,-2723.57498,-2725.74692,-2724.14038,-2724.88398,-2724.18077,-2724.28876,-2724.23617
11,-2724.52265,-2722.16466,-2719.66357,-2723.77536,-2721.04507,-2723.38234,-2724.2394,-2711.21799,-2710.28108,-2722.96561,-2722.43632,-2724.58962,-2713.27542,-2723.62763,-2723.17471,-2723.49307,-2724.18212,-2724.04559,-2724.3531,-2724.93178,-2724.96166,-2725.69341,-2724.47398,-2724.11678,-2723.56816
11.2,-2724.19934,-2731.08508,-2724.14673,-2723.94851,-2725.05249,-2713.49717,-2722.92106,-2720.76243,-2722.95958,-2711.21798,-2715.22581,-2715.22584,-2723.81709,-2721.5772,-2723.94138,-2722.72757,-2722.4958,-2722.67159,-2719.30768,-2723.75425,-2728.41478,-2723.82284,-2731.75753,-2724.473,-2723.86173
11.4,-2724.10922,-2725.61028,-2724.49668,-2723.96598,-2723.2779,-2724.15933,-2722.90721,-2713.17852,-2724.28368,-2715.13671,-2713.2483,-2711.21779,-2711.21799,-2712.01184,-2713.17951,-2724.51717,-2723.83121,-2723.65582,-2722.43861,-2723.81704,-2723.91003,-2724.21028,-2721.67107,-2721.79872,-2728.55413
11.6,-2728.56365,-2724.86551,-2723.78623,-2724.73806,-2725.95683,-2723.63521,-2722.32631,-2723.94399,-2712.37582,-2723.89673,-2713.18168,-2709.77702,-2714.788,-2711.21797,-2723.31412,-2711.98321,-2715.22586,-2712.00577,-2725.1304,-2715.18189,-2723.7819,-2723.24538,-2723.39706,-2715.32119,-2715.15321
11.8,-2715.42205,-2715.26517,-2713.81606,-2712.06212,-2712.35816,-2719.18262,-2723.3792,-2712.78793,-2722.09846,-2723.35966,-2713.09904,-2711.69184,-2725.20343,-2714.6812,-2724.21245,-2711.21784,-2711.21799,-2711.12201,-2712.7208,-2727.61263,-2712.9739,-2712.98176,-2711.86693,-2710.61341,-2713.59434
