,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2
5.2,-4093.45678,-4093.6032,-4093.50481,-4093.45174,-4093.31087,-4097.32324,-4092.56449,-4091.88506,-4097.17328,-4091.83219,-4091.67797,-4091.4841,-4091.25124,-4090.47905,-4090.48037,-4090.47271,-4091.40748,-4091.61499,-4091.78307,-4096.50047,-4096.79976,-4097.05337,-4097.26143,-4093.2517,-4093.33463,-4093.52023,-4093.58932
5.4,-4093.24696,-4093.37834,-4093.30454,-4097.44174,-4097.22035,-4094.22971,-4096.88315,-4097.80271,-4096.36396,-4091.84018,-4091.68544,-4091.49055,-4091.2563,-4090.28818,-4090.28756,-4090.28875,-4091.41351,-4091.6222,-4091.7909,-4092.32617,-4096.55337,-4096.80592,-4094.76394,-4097.1748,-4097.29092,-4097.55776,-4093.35743
5.6,-4092.99556,-4097.87625,-4093.05007,-4097.01853,-4093.77612,-4096.77358,-4092.32713,-4096.34724,-4097.65934,-4091.03711,-4097.22369,-4096.866,-4091.22801,-4090.0644,-4090.05858,-4091.13685,-4091.38621,-4091.59639,-4091.76699,-4094.5683,-4095.22597,-4092.23084,-4092.59749,-4097.77497,-4096.9889,-4093.0291,-4097.8378
5.8,-4092.70284,-4097.96169,-4093.73968,-4096.66423,-4093.42253,-4098.09651,-4096.23052,-4092.05141,-4097.73167,-4097.53237,-4091.64931,-4091.4341,-4091.17981,-4090.8968,-4090.79115,-4091.08323,-4091.34991,-4091.57901,-4091.76804,-4097.66088,-4095.9031,-4096.15394,-4096.3593,-4092.52778,-4096.63476,-4096.70482,-4097.92334
6,-4092.37035,-4098.1069,-4092.03692,-4097.82634,-4097.93453,-4097.2259,-4092.35052,-4097.93488,-4095.31233,-4097.55218,-4091.66026,-4096.9585,-4090.03549,-4090.88744,-4090.77471,-4091.08611,-4091.3579,-4091.58929,-4097.45542,-4097.14722,-4095.4996,-4095.74938,-4094.84174,-4096.11702,-4098.00718,-4092.00485,-4098.10801
6.2,-4091.99937,-4093.26222,-4098.07182,-4091.55027,-4095.71417,-4098.17211,-4092.36456,-4097.9251,-4097.78744,-4097.53388,-4097.26591,-4091.43978,-4091.18272,-4090.88606,-4090.7738,-4091.08402,-4096.84689,-4092.45773,-4097.44615,-4090.5765,-4094.98695,-4095.3116,-4092.53829,-4096.29316,-4097.98309,-4093.11759,-4093.23138
6.4,-4091.59194,-4093.7454,-4097.99427,-4097.93597,-4097.83197,-4090.97535,-4097.56005,-4097.87373,-4090.36995,-4097.47965,-4091.64315,-4091.43941,-4091.20171,-4090.92584,-4090.82092,-4091.11007,-4091.36104,-4097.11472,-4091.7597,-4091.50223,-4092.01226,-4097.40776,-4097.6194,-4097.78508,-4097.905,-4095.34775,-4093.3493
6.6,-4091.15209,-4097.76868,-4097.64153,-4097.80405,-4097.69976,-4097.00354,-4097.35424,-4090.13366,-4090.01126,-4090.57817,-4091.67539,-4091.47998,-4089.82202,-4090.1713,-4090.8671,-4091.15418,-4091.40269,-4089.51542,-4089.95325,-4090.58378,-4091.99934,-4091.7595,-4096.9037,-4097.6528,-4092.20381,-4097.58822,-4095.50466
6.8,-4090.6872,-4097.68993,-4097.67672,-4097.61804,-4097.0782,-4097.04033,-4094.78491,-4096.5002,-4091.12853,-4092.02731,-4097.11919,-4090.21308,-4090.37449,-4090.38081,-4090.38142,-4091.16802,-4092.9256,-4090.45803,-4090.35713,-4094.33803,-4097.68883,-4097.08962,-4096.95933,-4092.73355,-4096.1193,-4097.40464,-4097.69052
7,-4097.36343,-4095.1911,-4095.28319,-4091.36407,-4094.72069,-4097.75362,-4097.68461,-4090.67966,-4097.41286,-4091.99854,-4090.49053,-4096.67032,-4091.23639,-4090.55478,-4090.55664,-4090.11989,-4091.39219,-4096.86592,-4091.96441,-4090.63563,-4097.52113,-4096.17216,-4097.73472,-4096.93749,-4097.34728,-4097.23897,-4097.45122
7.2,-4089.85863,-4092.89134,-4094.79662,-4097.52066,-4096.70873,-4091.80465,-4096.7434,-4094.93654,-4097.589,-4097.25245,-4090.33698,-4090.63101,-4091.49882,-4092.8565,-4090.69299,-4090.13921,-4090.53569,-4094.46872,-4093.93249,-4097.57525,-4097.30427,-4090.16283,-4091.97525,-4094.96892,-4094.49181,-4097.1283,-4097.24784
7.4,-4089.42776,-4093.726,-4096.99736,-4096.51832,-4096.86421,-4096.15963,-4090.72647,-4096.05121,-4096.93372,-4093.21514,-4090.58473,-4093.8064,-4094.44025,-4092.33828,-4090.3964,-4091.77572,-4091.2302,-4094.18426,-4089.95876,-4096.87059,-4097.0373,-4090.69283,-4096.079,-4096.58663,-4093.98618,-4096.53014,-4092.57126
7.6,-4088.95858,-4091.58588,-4089.47903,-4096.90485,-4096.19162,-4096.92565,-4089.23833,-4087.79074,-4097.73817,-4097.5406,-4096.1877,-4096.26165,-4089.71065,-4092.49906,-4090.84764,-4093.86003,-4090.32763,-4096.09429,-4091.45815,-4094.61829,-4095.55972,-4090.88435,-4095.67992,-4090.5722,-4098.74273,-4093.88784,-4093.10164
7.8,-4066.43547,-4066.84053,-4096.62241,-4089.88259,-4097.87936,-4096.55071,-4097.65117,-4092.36951,-4094.95451,-4091.18703,-4090.72628,-4095.54653,-4085.9179,-4094.84861,-4091.39464,-4087.1954,-4094.17868,-4094.67355,-4093.01373,-4094.81172,-4095.36597,-4096.46709,-4094.65429,-4097.88519,-4088.67025,-4092.3577,-4092.51457
8,-4067.02563,-4067.02562,-4066.28585,-4066.26929,-4096.13252,-4094.83658,-4092.81934,-4089.619,-4094.74869,-4094.46508,-4093.00546,-4092.87905,-4094.48716,-4093.87013,-4090.38427,-4089.39837,-4094.46464,-4089.74503,-4097.47391,-4094.74742,-4092.81251,-4088.71469,-4096.11367,-4089.64389,-4078.12197,-4066.63294,-4069.4772
8.2,-4067.0256,-4067.02561,-4065.83041,-4067.02597,-4066.37006,-4066.93395,-4074.13588,-4091.36896,-4091.77176,-4088.46635,-4091.19873,-4092.37679,-4074.142,-4066.64902,-4065.74431,-4089.99865,-4069.56976,-4073.49575,-4093.37597,-4092.35246,-4066.52078,-4074.05717,-4073.3176,-4068.15619,-4067.56579,-4065.53168,-4067.02564
8.4,-4067.02592,-4067.02562,-4067.02591,-4066.49143,-4067.32564,-4066.59592,-4093.69138,-4064.91533,-4073.42852,-4089.90679,-4092.87657,-4090.74898,-4092.87091,-4067.02597,-4067.02559,-4067.09435,-4091.34422,-4074.74476,-4081.37674,-4077.15138,-4074.13473,-4067.03431,-4069.02507,-4095.26338,-4067.96504,-4067.02597,-4067.02597
8.6,-4067.02564,-4067.02563,-4067.02591,-4067.02559,-4067.02561,-4068.25442,-4068.90414,-4068.90412,-4065.18221,-4090.69992,-4080.51331,-4064.90642,-4067.02559,-4067.02597,-4067.02591,-4067.02597,-4067.02558,-4080.4484,-4080.67763,-4093.20111,-4093.60599,-4067.96509,-4067.66193,-4065.82524,-4067.02597,-4067.02592,-4067.02597
8.8,-4067.02591,-4067.02591,-4067.02597,-4067.02563,-4067.02597,-4067.9648,-4071.08316,-4069.00953,-4093.332,-4080.33342,-4093.84697,-4093.29413,-4067.96499,-4067.02563,-4067.02563,-4067.56587,-4088.86173,-4079.58671,-4080.04585,-4080.25619,-4066.8605,-4073.50615,-4066.537,-4067.43083,-4067.02561,-4067.02595,-4067.02597
9,-4067.02562,-4067.02562,-4065.23355,-4067.96508,-4066.24455,-4065.08902,-4066.4584,-4066.50227,-4073.25905,-4090.41855,-4093.13855,-4065.19474,-4065.20337,-4067.02563,-4067.0256,-4065.20548,-4074.75295,-4092.60463,-4093.72437,-4073.36973,-4073.06933,-4074.11804,-4065.32821,-4067.02564,-4067.96479,-4067.02591,-4067.02559
9.2,-4067.02566,-4067.02566,-4067.02565,-4095.86895,-4074.35254,-4065.52305,-4089.31567,-4094.61067,-4095.61822,-4095.43212,-4095.20062,-4093.99307,-4094.36156,-4088.24314,-4065.96458,-4093.46782,-4089.76864,-4094.54516,-4095.35676,-4089.79251,-4070.72188,-4095.82631,-4065.97871,-4075.66329,-4066.68084,-4066.65891,-4067.02597
9.4,-4067.02564,-4065.80232,-4066.68585,-4087.95939,-4096.3601,-4097.77686,-4094.79495,-4089.027,-4096.05856,-4092.28075,-4094.16895,-4093.49823,-4091.88727,-4094.08939,-4093.53238,-4091.02135,-4093.7611,-4089.89802,-4094.54628,-4088.54448,-4094.85374,-4096.27078,-4096.33925,-4095.35403,-4094.9423,-4095.3421,-4066.77292
9.6,-4088.98616,-4095.69302,-4093.52374,-4096.72732,-4096.76172,-4096.75123,-4095.68006,-4096.5947,-4096.44849,-4096.25724,-4092.38233,-4094.0252,-4093.45026,-4091.11231,-4090.99981,-4096.43408,-4094.86952,-4091.98862,-4096.18004,-4096.38712,-4090.83223,-4097.54905,-4092.24303,-4096.76331,-4095.74028,-4091.20461,-4097.39835
9.8,-4090.13447,-4096.50458,-4095.37251,-4097.08315,-4092.2675,-4097.10035,-4096.0411,-4095.43754,-4090.1886,-4096.35442,-4089.18044,-4094.3041,-4089.30727,-4091.45995,-4088.07644,-4090.68126,-4090.42288,-4090.29583,-4096.72579,-4094.01802,-4097.01047,-4097.085,-4097.11451,-4095.38261,-4096.59457,-4096.62423,-4089.65578
10,-4097.93862,-4096.98304,-4097.39042,-4096.81996,-4090.20438,-4090.1588,-4096.41327,-4096.18364,-4093.4146,-4095.15962,-4090.64779,-4090.70178,-4093.60944,-4095.21539,-4090.73056,-4096.23918,-4093.67449,-4091.14046,-4097.01382,-4097.18191,-4097.30507,-4093.6441,-4093.92676,-4096.65581,-4096.96766,-4096.85245,-4090.06865
10.2,-4095.17223,-4097.30266,-4096.91973,-4095.77448,-4090.75074,-4096.90201,-4094.83417,-4091.90461,-4090.47277,-4090.35991,-4090.98595,-4094.79099,-4090.62505,-4090.62732,-4091.12304,-4090.58599,-4090.18757,-4090.43781,-4094.78749,-4090.58869,-4096.27286,-4097.63246,-4097.10491,-4094.53291,-4095.29062,-4097.31671,-4090.46158
10.4,-4094.90468,-4094.3276,-4097.18298,-4097.13423,-4096.71508,-4097.78095,-4090.67202,-4097.50423,-4092.09572,-4091.67939,-4091.48534,-4096.41736,-4090.55792,-4090.47057,-4090.33126,-4090.4439,-4090.36457,-4091.01203,-4096.42276,-4090.50913,-4095.52679,-4096.61566,-4097.35804,-4097.11442,-4097.55297,-4097.43514,-4090.93052
10.6,-4095.88209,-4095.38293,-4097.72121,-4096.5806,-4096.92264,-4094.06251,-4097.80932,-4091.95414,-4090.44736,-4091.68486,-4091.48991,-4091.25562,-4090.24611,-4090.27568,-4090.27771,-4091.41282,-4097.08219,-4089.98332,-4090.56604,-4096.93562,-4097.19261,-4097.40405,-4097.56992,-4096.82716,-4094.53267,-4097.79353,-4091.38397
10.8,-4097.9503,-4097.93762,-4097.87915,-4097.77502,-4098.03009,-4091.82965,-4090.06266,-4091.45125,-4089.53341,-4097.18185,-4091.46157,-4091.22572,-4090.05139,-4090.04499,-4091.13455,-4091.38396,-4094.2197,-4097.40296,-4094.63716,-4097.09355,-4090.90353,-4097.56226,-4097.72806,-4091.1315,-4097.92247,-4097.95106,-4091.80748
11,-4093.22087,-4095.73458,-4092.85788,-4097.87925,-4097.7296,-4097.53398,-4092.10225,-4091.95969,-4097.51509,-4091.34909,-4089.69381,-4096.57042,-4090.89356,-4090.78777,-4090.22512,-4091.3503,-4091.1268,-4097.42754,-4097.66358,-4091.79331,-4097.99105,-4097.66679,-4097.83237,-4097.95216,-4098.0262,-4097.90349,-4092.19654
11.2,-4097.98964,-4096.08216,-4097.69575,-4095.95231,-4092.79012,-4095.62289,-4096.92005,-4097.76382,-4094.76337,-4097.27536,-4091.44317,-4091.18531,-4089.04861,-4089.0604,-4091.08623,-4089.76173,-4091.38368,-4091.7803,-4094.9923,-4094.13803,-4098.02119,-4095.74083,-4098.15537,-4096.02108,-4093.28366,-4096.11415,-4092.54777
11.4,-4092.8709,-4096.52968,-4097.68911,-4097.47445,-4093.07831,-4092.52074,-4097.95262,-4097.75198,-4097.53227,-4097.26442,-4096.94851,-4090.05986,-4090.88583,-4090.77371,-4089.08108,-4091.35446,-4091.58519,-4091.7755,-4093.2855,-4095.71529,-4095.96539,-4097.115,-4096.33064,-4092.60124,-4096.5158,-4098.09878,-4092.85972
11.6,-4097.92414,-4097.79898,-4096.8545,-4097.41412,-4096.61005,-4096.8519,-4097.86966,-4096.89716,-4091.81414,-4091.64292,-4091.44195,-4091.20454,-4090.92879,-4089.9372,-4091.11295,-4091.36372,-4091.57642,-4091.75888,-4095.79514,-4096.09921,-4096.34302,-4092.408,-4096.70957,-4096.82488,-4096.89508,-4097.8857,-4093.13108
11.8,-4093.23102,-4093.15262,-4097.51545,-4097.08161,-4097.6091,-4096.7451,-4096.50892,-4097.68894,-4097.47716,-4091.67678,-4091.48141,-4091.24655,-4090.18389,-4090.18169,-4091.15571,-4091.40415,-4091.61335,-4091.78265,-4095.85625,-4092.00042,-4096.62287,-4096.87491,-4097.21545,-4095.72558,-4097.63155,-4093.19947,-4093.52037
12,-4093.34336,-4093.41291,-4093.29552,-4093.13846,-4097.21001,-4092.69996,-4096.78078,-4096.49803,-4091.84043,-4091.68597,-4091.49168,-4090.38437,-4090.39151,-4090.39211,-4090.38789,-4091.41485,-4091.62287,-4097.28094,-4097.503,-4096.68755,-4096.45739,-4092.86169,-4093.07438,-4093.24526,-4093.37679,-4093.4954,-4093.54877
12.2,-4093.69355,-4093.59359,-4093.47372,-4093.40215,-4097.74217,-4097.23848,-4097.00024,-4096.71637,-4091.81363,-4091.65974,-4091.4663,-4090.54802,-4090.56339,-4090.5653,-4090.55532,-4091.3899,-4091.59689,-4097.11903,-4091.89258,-4096.90665,-4097.1608,-4095.10384,-4093.24477,-4093.42196,-4093.55677,-4093.64851,-4093.694
12.4,-4093.83641,-4093.73414,-4093.61302,-4093.33207,-4093.36253,-4092.99227,-4097.3395,-4096.88159,-4091.74848,-4090.5761,-4090.63686,-4090.6773,-4090.69681,-4090.6994,-4090.6862,-4090.6534,-4090.59928,-4091.69954,-4097.12151,-4097.61259,-4097.76202,-4093.2886,-4093.38148,-4093.56073,-4093.69693,-4093.82284,-4093.79619
12.6,-4093.93723,-4093.8333,-4093.71134,-4093.64777,-4093.46437,-4093.08669,-4091.83142,-4096.99373,-4090.56534,-4090.65596,-4090.72455,-4090.76927,-4090.79153,-4090.79459,-4090.77939,-4090.74287,-4090.68246,-4090.59911,-4096.85518,-4097.18523,-4092.9893,-4093.25517,-4093.5889,-4093.65876,-4093.7958,-4093.9238,-4093.85542
12.8,-4093.99559,-4093.89072,-4093.76833,-4093.60252,-4093.39334,-4093.14142,-4097.91276,-4097.22641,-4090.60697,-4090.70362,-4090.77569,-4090.82267,-4090.84631,-4090.84963,-4090.8334,-4090.79487,-4090.73157,-4090.64334,-4092.38339,-4097.24464,-4093.04381,-4093.44949,-4093.53469,-4093.71556,-4093.85308,-4093.98224,-4093.87102
13,-4094.01129,-4093.90585,-4093.78326,-4093.61742,-4093.40824,-4093.15618,-4093.04343,-4093.1442,-4090.61849,-4090.71649,-4090.78932,-4090.83685,-4090.86077,-4090.8641,-4090.84763,-4090.80869,-4090.74474,-4090.65541,-4092.39714,-4092.43462,-4093.05849,-4093.32541,-4093.45301,-4093.73049,-4093.86822,-4093.99803,-4093.84323
13.2,-4093.98368,-4093.87903,-4093.75675,-4093.59095,-4093.5113,-4093.13015,-4097.8909,-4097.21464,-4091.54199,-4090.69377,-4090.76523,-4090.81175,-4090.83516,-4090.83833,-4090.82243,-4090.78419,-4090.72146,-4090.63421,-4096.63127,-4095.28622,-4093.03261,-4093.43737,-4093.63572,-4093.70394,-4093.84145,-4093.97033,-4093.7722
13.4,-4093.91344,-4093.8099,-4093.68812,-4093.62382,-4093.44037,-4093.06439,-4097.78059,-4096.96787,-4091.67642,-4090.63682,-4090.70383,-4090.74754,-4090.7692,-4090.77216,-4090.75745,-4090.72167,-4090.66263,-4090.58163,-4092.31022,-4091.84335,-4092.96728,-4093.36644,-4093.5649,-4093.63563,-4093.77248,-4093.89999,-4093.65801
13.6,-4093.6357,-4093.69919,-4093.57835,-4093.5104,-4093.32681,-4097.36456,-4091.95843,-4096.84097,-4091.77052,-4090.54922,-4090.60641,-4090.64512,-4090.66371,-4090.66619,-4090.65377,-4090.62217,-4091.55431,-4091.72155,-4096.73133,-4097.03181,-4092.86313,-4097.4959,-4093.3474,-4093.5262,-4093.66206,-4093.78743,-4093.50103
13.8,-4093.64657,-4093.54743,-4093.42792,-4093.26621,-4097.79732,-4097.18271,-4091.90172,-4096.66101,-4091.82481,-4091.67079,-4091.47713,-4090.50589,-4090.51953,-4090.52113,-4090.51238,-4091.4006,-4091.6079,-4091.77578,-4097.38793,-4096.85112,-4097.10509,-4097.77815,-4093.29557,-4093.37643,-4093.51061,-4093.63282,-4093.30127
14,-4093.45103,-4093.356,-4093.24083,-4093.15732,-4097.13916,-4092.65205,-4096.71059,-4097.6078,-4091.84144,-4097.1477,-4091.49231,-4090.32917,-4090.3373,-4090.3373,-4090.33572,-4091.41528,-4091.62364,-4097.3171,-4096.31902,-4091.51487,-4096.87027,-4092.65766,-4095.67208,-4093.25423,-4093.32027,-4093.40944,-4093.05979
