,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6.2,6.4,6.6,6.8,7,7.2,7.4
1.55885,-1690.44326,-1691.84344,-1692.01086,-1692.13274,-1692.209,-1692.23954,-1692.22442,-1692.16362,-1692.05715,-1691.9051,-1690.4453,-1691.46477,-1691.90705,-1692.01321,-1692.07398,-1692.08935,-1692.05925,-1691.98376,-1691.86292,-1690.4342,-1691.48578,-1691.95938,-1692.09665,-1692.18833,-1692.23433,-1692.23464,-1692.18927,-1692.0982,-1691.96154,-1691.4826,-1690.4347,-1691.86096,-1691.98242,-1692.05853,-1692.08924,-1692.07449,-1692.01434,-1691.9088
1.73205,-1690.45154,-1691.8278,-1691.9718,-1692.07043,-1692.12363,-1692.1313,-1692.09349,-1692.01021,-1691.88152,-1690.4453,-1691.4885,-1691.95413,-1692.08349,-1692.16736,-1692.20554,-1692.19815,-1692.14515,-1692.04653,-1691.9024,-1690.45079,-1691.47809,-1691.92822,-1692.0422,-1692.11075,-1692.13378,-1692.11137,-1692.04344,-1691.93007,-1691.47458,-1690.45095,-1691.90013,-1692.04487,-1692.14412,-1692.19773,-1692.20574,-1692.16818,-1692.08493,-1691.95618
1.90526,-1690.41073,-1691.32546,-1691.88579,-1691.96138,-1691.99168,-1691.97669,-1691.91637,-1691.8109,-1690.41091,-1691.46477,-1691.95413,-1692.10691,-1692.214,-1692.27532,-1692.29082,-1692.26046,-1692.18427,-1692.06238,-1691.89475,-1690.42335,-1691.42299,-1691.85003,-1691.94089,-1691.98652,-1691.98683,-1691.94181,-1691.85158,-1691.41917,-1690.42129,-1691.89216,-1692.06041,-1692.18292,-1692.25973,-1692.29072,-1692.27584,-1692.21514,-1692.10867,-1691.95651
2.07846,-1690.3209,-1691.21497,-1691.75289,-1691.80558,-1691.81322,-1691.77573,-1691.10421,-1690.30419,-1691.39367,-1691.90705,-1692.08349,-1692.214,-1692.2986,-1692.33725,-1692.32977,-1692.27621,-1692.1767,-1692.03132,-1691.84001,-1690.35239,-1691.32058,-1691.72493,-1691.79281,-1691.8157,-1691.79342,-1691.72615,-1691.31643,-1690.347,-1691.83709,-1692.02903,-1692.17503,-1692.27516,-1692.32935,-1692.33745,-1692.29943,-1692.21546,-1692.08557,-1691.90976
2.25167,-1690.18204,-1691.05713,-1691.57314,-1691.60316,-1691.58831,-1690.9382,-1691.27524,-1691.27531,-1691.81301,-1692.01321,-1692.16736,-1692.27532,-1692.33725,-1692.35289,-1692.32223,-1692.24536,-1692.12242,-1691.95332,-1691.73823,-1691.32848,-1691.46294,-1691.55287,-1691.59803,-1691.59833,-1691.55379,-1691.46446,-1691.3306,-1691.15229,-1691.95071,-1692.12042,-1692.244,-1692.32149,-1692.35278,-1692.33777,-1692.27647,-1692.16914,-1692.01562,-1691.81604
2.42487,-1689.99415,-1690.85212,-1691.34665,-1691.35418,-1690.72502,-1691.23555,-1691.40195,-1691.67205,-1691.89608,-1692.07398,-1692.20554,-1692.29082,-1692.32977,-1692.32223,-1692.26825,-1692.16795,-1692.02138,-1691.82849,-1690.99958,-1691.30455,-1690.97406,-1690.59818,-1691.35662,-1690.59276,-1690.96927,-1691.30036,-1691.002,-1691.82555,-1692.01906,-1692.16627,-1692.2672,-1692.3218,-1692.32998,-1692.29166,-1692.20701,-1692.07607,-1691.89882,-1691.6754
2.59808,-1689.75726,-1689.59601,-1688.59743,-1688.02232,-1689.70959,-1689.83041,-1691.48415,-1691.73222,-1691.934,-1692.08935,-1692.19815,-1692.26046,-1692.27621,-1692.24536,-1692.16795,-1692.04405,-1691.87364,-1691.65685,-1690.80234,-1689.79792,-1689.65731,-1688.56704,-1688.56864,-1689.65498,-1689.79643,-1690.80444,-1691.65359,-1691.87101,-1692.04204,-1692.16657,-1692.24462,-1692.2761,-1692.26099,-1692.19931,-1692.09113,-1691.93643,-1691.73528,-1691.48783
2.77128,-1687.94437,-1690.74659,-1690.75402,-1687.61965,-1688.36208,-1690.51279,-1691.52166,-1691.74745,-1691.92666,-1692.05925,-1692.14515,-1692.18427,-1692.1767,-1692.12242,-1692.02138,-1691.87364,-1691.67935,-1691.43847,-1689.62431,-1688.19147,-1690.73413,-1690.75642,-1690.73473,-1688.18347,-1691.14713,-1691.43487,-1691.67638,-1691.87131,-1692.01968,-1692.12136,-1692.17627,-1692.18448,-1692.146,-1692.06073,-1691.92878,-1691.7502,-1691.52505,-1690.5108
2.94449,-1689.1368,-1688.76422,-1690.2371,-1687.96136,-1688.29861,-1691.26455,-1691.51439,-1691.71762,-1691.87409,-1691.98376,-1692.04653,-1692.06238,-1692.03132,-1691.95332,-1691.82849,-1691.65685,-1691.43847,-1688.8408,-1687.83957,-1690.5047,-1687.59208,-1687.59905,-1687.44013,-1687.81154,-1688.84728,-1691.43518,-1691.6542,-1691.82647,-1691.95194,-1692.03057,-1692.06227,-1692.04705,-1691.98493,-1691.87589,-1691.72005,-1691.51747,-1690.23151,-1688.31302
3.11769,-1686.82901,-1686.82443,-1687.5498,-1690.64049,-1688.31134,-1690.64231,-1690.87148,-1691.05341,-1691.77638,-1691.86292,-1691.9024,-1691.89475,-1691.84001,-1691.73823,-1690.99958,-1690.80234,-1689.62431,-1687.83957,-1690.52658,-1686.94799,-1686.82306,-1686.83814,-1690.5217,-1687.8081,-1691.14773,-1690.79933,-1690.99722,-1691.14785,-1691.83894,-1691.89432,-1691.90261,-1691.86377,-1691.77787,-1691.05556,-1690.87427,-1690.64574,-1688.32452,-1689.09561
3.2909,-1686.81037,-1686.81669,-1690.11512,-1689.30514,-1688.36954,-1691.1612,-1691.36572,-1691.37449,-1690.38098,-1690.4342,-1690.45079,-1690.42335,-1690.35239,-1691.32848,-1691.30455,-1689.79792,-1688.19147,-1690.5047,-1686.94799,-1686.81241,-1686.81228,-1686.83786,-1687.41793,-1688.17867,-1689.79448,-1691.15267,-1691.32643,-1690.35054,-1690.42284,-1690.45068,-1690.43476,-1690.38159,-1691.37631,-1691.36818,-1691.16429,-1688.37009,-1689.30969,-1690.12013
3.4641,-1686.81331,-1686.83387,-1687.84749,-1688.06527,-1689.74478,-1691.04307,-1691.22462,-1691.35897,-1691.44604,-1691.48578,-1691.47809,-1691.42299,-1691.32058,-1691.46294,-1690.97406,-1689.65731,-1690.73413,-1687.59208,-1686.82306,-1686.81228,-1686.82273,-1687.61175,-1690.72988,-1689.65353,-1690.97107,-1691.46059,-1691.31887,-1691.42192,-1691.47766,-1691.48599,-1691.4469,-1691.36047,-1691.22676,-1691.04584,-1689.74833,-1688.08145,-1687.84567,-1686.8345
3.63731,-1688.88319,-1690.51932,-1687.75319,-1690.42203,-1690.67505,-1691.61382,-1691.77064,-1691.88052,-1691.94348,-1691.95938,-1691.92822,-1691.85003,-1691.72493,-1691.55287,-1690.59818,-1688.56704,-1690.75642,-1687.59905,-1686.83814,-1686.83786,-1687.61175,-1688.10682,-1688.56097,-1691.33073,-1691.55021,-1691.72291,-1691.84865,-1691.92747,-1691.95927,-1691.944,-1691.88169,-1691.77245,-1691.61626,-1690.67816,-1690.42579,-1687.78495,-1690.52429,-1690.13538
3.81051,-1689.25065,-1687.9197,-1688.79029,-1691.43998,-1691.66633,-1691.84596,-1691.97888,-1692.06498,-1692.10423,-1692.09665,-1692.0422,-1691.94089,-1691.79281,-1691.59803,-1691.35662,-1688.56864,-1690.73473,-1687.44013,-1690.5217,-1687.41793,-1690.72987,-1688.56097,-1691.35301,-1691.59506,-1691.79047,-1691.93919,-1692.04114,-1692.09622,-1692.10444,-1692.06583,-1691.98037,-1691.84808,-1691.66908,-1691.44337,-1691.1712,-1687.94417,-1689.25298,-1690.51912
3.98372,-1688.29302,-1691.1303,-1691.42516,-1691.67392,-1691.87619,-1692.03192,-1692.14103,-1692.20345,-1692.21921,-1692.18833,-1692.11075,-1691.98652,-1691.8157,-1691.59833,-1691.33463,-1689.65498,-1688.18347,-1687.81154,-1687.8081,-1688.17867,-1689.65353,-1691.33073,-1691.59506,-1691.81306,-1691.98451,-1692.10937,-1692.18759,-1692.21911,-1692.20398,-1692.14219,-1692.03372,-1691.87861,-1691.67698,-1691.42885,-1691.13461,-1688.29714,-1687.9256,-1687.75244
4.15692,-1689.83943,-1690.92378,-1691.63656,-1691.8612,-1692.03957,-1692.17146,-1692.25695,-1692.29594,-1692.28839,-1692.23433,-1692.13378,-1691.98683,-1691.79342,-1691.55379,-1690.96927,-1689.79643,-1691.14713,-1688.84728,-1691.14773,-1689.79448,-1690.97107,-1691.55021,-1691.79047,-1691.98451,-1692.13209,-1692.23327,-1692.28797,-1692.29615,-1692.25779,-1692.17293,-1692.04168,-1691.86394,-1691.63992,-1690.92178,-1689.84109,-1691.12949,-1688.78592,-1690.41639
4.33013,-1690.06046,-1691.1135,-1691.80113,-1692.00186,-1692.15641,-1692.26469,-1692.32675,-1692.34244,-1692.31169,-1692.23464,-1692.11137,-1691.94181,-1691.72615,-1691.46446,-1691.30036,-1690.80444,-1691.43487,-1691.43518,-1690.79933,-1691.30187,-1691.46059,-1691.72291,-1691.93919,-1692.10937,-1692.23327,-1692.31095,-1692.34234,-1692.32728,-1692.26584,-1692.1582,-1692.00427,-1691.80416,-1691.11118,-1690.06179,-1690.92868,-1691.42466,-1691.44007,-1690.66974
4.50333,-1690.23245,-1691.25598,-1691.91883,-1692.09577,-1692.22666,-1692.3115,-1692.35025,-1692.34276,-1692.28902,-1692.18927,-1692.04344,-1691.85158,-1691.31644,-1691.3306,-1691.002,-1691.65359,-1691.67638,-1691.6542,-1690.99722,-1691.32643,-1691.31887,-1691.84865,-1692.04114,-1692.18759,-1692.28797,-1692.34234,-1692.35046,-1692.31233,-1692.22812,-1692.09786,-1691.92153,-1691.25334,-1690.23345,-1691.11807,-1691.63575,-1691.67371,-1691.66673,-1691.61483
4.67654,-1690.35537,-1691.35113,-1691.98962,-1692.14286,-1692.25028,-1692.31181,-1692.32738,-1692.29688,-1692.22046,-1692.0982,-1691.93007,-1691.41917,-1690.347,-1691.15229,-1691.82555,-1691.87101,-1691.87131,-1691.82647,-1691.14784,-1690.35054,-1691.42192,-1691.92747,-1692.09622,-1692.21911,-1692.29615,-1692.32728,-1692.31233,-1692.25142,-1692.14462,-1691.99201,-1691.34818,-1690.35604,-1691.26023,-1691.8,-1691.86069,-1691.87629,-1691.84667,-1691.77196
4.84974,-1690.42935,-1691.83802,-1692.01341,-1692.14318,-1692.22729,-1692.26563,-1692.25821,-1692.20503,-1692.1061,-1691.96154,-1691.47458,-1690.42129,-1691.83709,-1691.95071,-1692.01906,-1692.04204,-1692.01968,-1691.95194,-1691.83894,-1690.42284,-1691.47766,-1691.95927,-1692.10444,-1692.20398,-1692.25779,-1692.26584,-1692.22812,-1692.14462,-1692.01548,-1691.84071,-1690.42968,-1691.35504,-1691.91738,-1692.00103,-1692.03936,-1692.03232,-1691.97991,-1691.88216
5.02295,-1690.45424,-1691.83835,-1691.99026,-1692.09672,-1692.15768,-1692.17304,-1692.14292,-1692.06717,-1691.94596,-1691.4826,-1690.45095,-1691.89216,-1692.02903,-1692.12042,-1692.16627,-1692.16657,-1692.12136,-1692.03057,-1691.89432,-1690.45068,-1691.48599,-1691.944,-1692.06583,-1692.14219,-1692.17293,-1692.1582,-1692.09786,-1691.99201,-1691.84071,-1690.45423,-1691.83565,-1691.98787,-1692.09462,-1692.1559,-1692.17156,-1692.14175,-1692.06632,-1691.94543
5.19615,-1690.43002,-1691.3521,-1691.92009,-1692.00345,-1692.04147,-1692.03412,-1691.9814,-1691.88333,-1691.44318,-1690.4347,-1691.90013,-1692.06041,-1692.17503,-1692.244,-1692.2672,-1692.24462,-1692.17627,-1692.06227,-1691.90261,-1690.43476,-1691.4469,-1691.88169,-1691.98037,-1692.03372,-1692.04168,-1692.00427,-1691.92153,-1691.34818,-1690.42968,-1691.83565,-1692.01133,-1692.1414,-1692.22583,-1692.26448,-1692.25737,-1692.20449,-1692.10589,-1691.96165
5.36936,-1690.35671,-1691.25759,-1691.80304,-1691.86343,-1691.87872,-1691.8488,-1691.77377,-1691.35643,-1690.37671,-1691.86096,-1692.04487,-1692.18292,-1692.27516,-1692.32149,-1692.3218,-1692.2761,-1692.18448,-1692.04705,-1691.86377,-1690.38159,-1691.36047,-1691.77245,-1691.84808,-1691.87861,-1691.86394,-1691.80416,-1691.25334,-1690.35604,-1691.35504,-1691.98787,-1692.1414,-1692.24913,-1692.31097,-1692.32685,-1692.29667,-1692.22057,-1692.09862,-1691.93081
5.54256,-1690.23445,-1691.11575,-1691.63912,-1691.67678,-1691.66949,-1691.61728,-1691.22239,-1691.37854,-1691.77474,-1691.98242,-1692.14412,-1692.25973,-1692.32935,-1692.35278,-1692.32998,-1692.26099,-1692.146,-1691.98493,-1691.77787,-1691.37631,-1691.22676,-1691.61626,-1691.66908,-1691.67698,-1691.63992,-1691.11118,-1690.23345,-1691.26023,-1691.91738,-1692.09462,-1692.22583,-1692.31097,-1692.35004,-1692.34286,-1692.28943,-1692.19001,-1692.0445,-1691.85295
5.71577,-1690.06312,-1690.92668,-1691.42835,-1691.44346,-1690.67286,-1691.04116,-1691.22103,-1691.05808,-1691.87306,-1692.05853,-1692.19773,-1692.29072,-1692.33745,-1692.33777,-1692.29166,-1692.19931,-1692.06073,-1691.87589,-1691.05556,-1691.36818,-1691.04584,-1690.67816,-1691.44337,-1691.42885,-1690.92178,-1690.06179,-1691.11807,-1691.8,-1692.00103,-1692.1559,-1692.26448,-1692.32685,-1692.34286,-1692.31242,-1692.23569,-1692.11274,-1691.94351,-1691.72817
5.88897,-1689.84276,-1690.6904,-1691.171,-1690.42015,-1689.74612,-1691.15989,-1690.87648,-1691.7169,-1691.92625,-1692.08924,-1692.20574,-1692.27584,-1692.29943,-1692.27647,-1692.20701,-1692.09113,-1691.92878,-1691.72005,-1690.87427,-1691.16429,-1689.74833,-1690.42579,-1691.1712,-1691.13461,-1689.84109,-1690.92868,-1691.63575,-1691.86069,-1692.03936,-1692.17156,-1692.25737,-1692.29667,-1692.28943,-1692.23569,-1692.13546,-1691.98884,-1691.79575,-1691.55644
6.06218,-1688.30111,-1687.94965,-1687.78381,-1688.07701,-1688.36898,-1690.64764,-1691.51399,-1691.74735,-1691.93421,-1692.07449,-1692.16818,-1692.21514,-1692.21546,-1692.16914,-1692.07607,-1691.93643,-1691.7502,-1691.51747,-1690.64574,-1688.37009,-1688.08145,-1687.78495,-1687.94417,-1688.29714,-1691.12949,-1691.42466,-1691.67371,-1691.87629,-1692.03232,-1692.14175,-1692.20449,-1692.22057,-1692.19001,-1692.11274,-1691.98884,-1691.81834,-1691.6013,-1691.33791
6.23538,-1689.25531,-1690.5241,-1687.84946,-1687.3318,-1688.31213,-1690.23368,-1691.52187,-1691.73273,-1691.89691,-1692.01434,-1692.08493,-1692.10867,-1692.08557,-1692.01562,-1691.89882,-1691.73528,-1691.52505,-1690.23151,-1688.32452,-1689.30969,-1687.84567,-1690.52429,-1689.25298,-1687.9256,-1688.78592,-1691.44007,-1691.66673,-1691.84667,-1691.97991,-1692.06632,-1692.10589,-1692.09862,-1692.0445,-1691.94351,-1691.79575,-1691.6013,-1691.36022,-1688.02708
6.40859,-1688.88852,-1686.83442,-1690.12082,-1690.6404,-1688.29827,-1690.50726,-1691.48496,-1691.67317,-1691.81444,-1691.9088,-1691.95618,-1691.95651,-1691.90976,-1691.81604,-1691.6754,-1691.48783,-1690.5108,-1688.31302,-1689.09561,-1690.27151,-1686.8345,-1690.13538,-1690.51912,-1687.75244,-1690.41639,-1690.66974,-1691.61483,-1691.77196,-1691.88216,-1691.94543,-1691.96165,-1691.93081,-1691.85295,-1691.72817,-1691.55644,-1690.59608,-1688.02708,-1690.76097
